Filename;FSC;SSC;CFSE;SLAM;Flt3;CD16/32;CTV;CD127;CD48;SCA-1;ckit;new_value_CV_VC;Time;Well;Condition;Color;Generation;Original_cell;Culture_time;Culture_condition;Experiment;Well_experiment;Family;Class;Cell_color;Cell_rank
export_A7 MPP SC3_Vi4.csv.1;127678,8203;112202,3125;7,708113000000001;184,560303;95,803535;11425,16895;2262,516357;343,344177;30,93055;-59,425652;76,507553;2,999222;152,684845;A7;SC3;Vi;4;MPP;48h;P+ILs;TT22;A7_TT22;A7Vi48hMPPTT22;MP;DarkViolet;8
export_A7 MPP SC3_Vi4.csv.2;186541,0781;161670,1094;0,17865899999999998;101,698784;100,153702;12760,75879;2374,935547;22,340734;57,993427000000004;9,927758;158,1539;1,858048;184,98916599999998;A7;SC3;Vi;4;MPP;48h;P+ILs;TT22;A7_TT22;A7Vi48hMPPTT22;GMP;aqua;5
export_A7 MPP SC3_Vi4.csv.3;134931,1719;145788,2656;6,352655;158,82286100000002;165,11643999999998;13696,78418;2413,092285;-419,871094;52,21125;-97,339348;141,175262;2,959616;196,526108;A7;SC3;Vi;4;MPP;48h;P+ILs;TT22;A7_TT22;A7Vi48hMPPTT22;MP;DarkViolet;8
export_A7 MPP SC3_Vi4.csv.4;151867,2656;157179,3438;2,0159580000000004;160,019913;90,157852;14453,550780000001;2511,16333;-288,429932;51,775921000000004;5,398665;118,82283799999999;2,619375;203,09840400000002;A7;SC3;Vi;4;MPP;48h;P+ILs;TT22;A7_TT22;A7Vi48hMPPTT22;MP;DarkViolet;8
export_A8 MPP SC3_CF2.csv.1;124222,2031;92424,16406;3295,048828;13,598603;256,652161;389,54443399999997;52,01189;-12,511345;72,02580999999999;1772,041382;226,293976;3,700972;2,762171;A8;SC3;CF;2;MPP;48h;P+ILs;TT22;A8_TT22;A8CF48hMPPTT22;MPP;Limegreen;3
export_A8 MPP SC3_CF2.csv.2;97156,9375;114314,8516;3113,14209;418,86669900000004;195,664917;736,365845;91,790871;26,751837;65,962189;649,17926;177,577866;3,857974;160,27388;A8;SC3;CF;2;MPP;48h;P+ILs;TT22;A8_TT22;A8CF48hMPPTT22;SLAM-HSC;Red;0
export_A8 MPP SC3_CV2.csv.1;129814,2188;78973,71875;2596,783203;-30,550853999999998;438,12207;4979,249511999999;2929,808594;88,62198599999999;49,74865;174,980103;339,872711;4,865796;134,419449;A8;SC3;CV;2;MPP;48h;P+ILs;TT22;A8_TT22;A8CV48hMPPTT22;MPP;Limegreen;3
export_A8 MPP SC3_CV2.csv.2;134167,2656;78396,53906;2678,610596;-37,749054;433,10696399999995;5648,252441;2943,7739260000003;-15,497582999999999;40,235645;182,438202;302,45703100000003;4,876784;194,228561;A8;SC3;CV;2;MPP;48h;P+ILs;TT22;A8_TT22;A8CV48hMPPTT22;MPP;Limegreen;3
export_A8 MPP SC3_VC1.csv;139249,2031;94638,20313;7574,998535;-892,1135859999999;864,011902;566,8250730000001;18872,2168;-242,07437099999999;88,095749;10185,19629;319,792908;5,7666010000000005;183,220398;A8;SC3;VC;1;MPP;48h;P+ILs;TT22;A8_TT22;A8VC48hMPPTT22;MPP;Limegreen;3
export_A8 MPP SC3_Vi4.csv.1;102059,9531;94626,25;8,466427000000001;89,745148;98,935486;8232,37793;2296,789795;-642,882874;47,836586;35,696391999999996;135,944199;3,032655;10,159855;A8;SC3;Vi;4;MPP;48h;P+ILs;TT22;A8_TT22;A8Vi48hMPPTT22;MP;DarkViolet;8
export_A8 MPP SC3_Vi4.csv.2;102862,3359;89602,63281;-0,26313400000000003;50,689308000000004;89,604866;8961,169922;2200,271484;-165,05365;12,440750999999999;3,442904;71,797203;0,0;62,29039;A8;SC3;Vi;4;MPP;48h;P+ILs;TT22;A8_TT22;A8Vi48hMPPTT22;MP;DarkViolet;8
export_A8 MPP SC3_Vi4.csv.3;103087,1563;86743,03906;5,039537;66,024742;58,147369;8861,056641;2297,55835;-487,210205;48,29464;1,89736;158,482224;2,87344;216,94177200000001;A8;SC3;Vi;4;MPP;48h;P+ILs;TT22;A8_TT22;A8Vi48hMPPTT22;GMP;aqua;5
export_A9 ST-HSC SC3_CF1.csv;139872,8906;138343,0625;9047,027344;347,256561;250,5802;584,33844;77,944885;-161,510757;38,325367;4542,089355;215,408875;4,135368;2,437103;A9;SC3;CF;1;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9CF48hST-HSCTT22;SLAM+ Flt3+;seagreen;4
export_A9 ST-HSC SC3_CV2.csv;101067,5938;79259,00781;3728,4819340000004;61,28713199999999;113,752876;112,46471399999999;3912,688232;-3,190655;38,348278;1211,600586;247,38562000000002;5,065718;197,22468600000002;A9;SC3;CV;2;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9CV48hST-HSCTT22;ST-HSC;#deff19;2
export_A9 ST-HSC SC3_VC3.csv.1;120278,9844;110135,8828;1579,511108;43,884136;104,99007399999999;4691,030272999999;3922,242188;98,137108;61,768936;-42,531321999999996;384,219574;4,80271;11,783147999999999;A9;SC3;VC;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9VC48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_VC3.csv.2;108019,3281;119285,8828;1547,103882;134,800751;122,195679;4567,372559;3919,069336;-67,074249;65,577057;-34,940037;356,949402;4,796094999999999;62,349548;A9;SC3;VC;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9VC48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_VC3.csv.3;112136,2422;105170,0469;1499,141357;37,822811;88,851334;4457,594727000001;3610,578125;489,588959;63,441414;-21,304835999999998;349,573914;4,761247;221,82754500000001;A9;SC3;VC;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9VC48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.1;134304,6563;109223,8828;1,413843;76,428795;198,690186;1084,178345;5112,862793;197,210251;64,185707;40,159931;355,09326200000004;2,728771;28,156046000000003;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.2;87820,67188;81601,89063;2,112906;62,695618;89,71067;1025,627686;4777,448242;77,88943499999999;62,458797;48,312351;193,30986000000001;2,831309;56,254429;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.3;124524,3906;85601,25;1,708209;86,21055600000001;76,964821;584,542297;5022,844727000001;55,007693999999994;77,43645500000001;2,2076540000000002;305,581421;2,781398;76,41263599999999;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.4;92352,58594;99410,42969;0,098225;133,267197;138,730774;735,946838;5333,1875;147,16931200000002;79,424492;123,521065;488,579895;1,922773;78,430908;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;ST-HSC;#deff19;2
export_A9 ST-HSC SC3_Vi3.csv.5;138070,9375;89558,375;3,5890199999999997;98,64885699999999;87,180679;198,958115;5240,813965;79,70546;72,146896;31,146763;385,927094;3,022439;123,067383;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_A9 ST-HSC SC3_Vi3.csv.6;133646,6875;87419,54688;1,267415;95,253952;101,34210999999999;336,67215;5208,80957;78,471237;57,818954000000005;51,242867;325,5289;2,7009060000000003;137,48860200000001;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.7;136715,7969;96635,08594;1,54526;83,38709300000001;125,58373999999999;699,8445429999999;5070,248535;16,783545999999998;66,465767;66,97689799999999;344,608521;2,753495;142,835342;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_A9 ST-HSC SC3_Vi3.csv.8;143211,2344;107618,25;5,261733;136,772415;132,381866;1444,359375;5095,934082;203,295227;50,501465;4,93594;376,033905;3,131318;170,708954;A9;SC3;Vi;3;ST-HSC;48h;P+ILs;TT22;A9_TT22;A9Vi48hST-HSCTT22;GMP;aqua;5
export_B10 ST-HSC SC3_CF3.csv.1;132498,375;87311,10156;1963,4432370000002;81,514938;137,732346;209,312149;62,281307;122,33436599999999;61,428256999999995;52,131119;260,339294;3,597318;24,396797;B10;SC3;CF;3;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CF48hST-HSCTT22;MEP;Deepskyblue;6
export_B10 ST-HSC SC3_CF3.csv.2;119316,9141;88403,96875;1912,225586;62,131916000000004;49,643966999999996;72,778847;68,624016;153,578827;61,217777000000005;237,42019700000003;262,512512;3,618983;122,65241200000001;B10;SC3;CF;3;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CF48hST-HSCTT22;ST-HSC;#deff19;2
export_B10 ST-HSC SC3_CF3.csv.3;135605,9375;99201,17188;1894,227173;95,315376;58,588238;219,25062599999998;56,461216;100,332939;45,628605;38,951729;260,74118;3,556169;160,354874;B10;SC3;CF;3;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CF48hST-HSCTT22;MEP;Deepskyblue;6
export_B10 ST-HSC SC3_CF3.csv.4;139771,5156;88070,85938;1937,8533940000002;89,35593399999999;69,64447;69,18483;53,83104300000001;165,712921;59,804462;69,577309;352,266541;3,548512;188,601456;B10;SC3;CF;3;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CF48hST-HSCTT22;MEP;Deepskyblue;6
export_B10 ST-HSC SC3_CF3.csv.5;120273,5859;80922,85156;1912,644775;82,981216;144,47261;341,692474;54,050674;77,637054;50,873882;90,01638;335,52182;3,5457410000000005;192,870026;B10;SC3;CF;3;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CF48hST-HSCTT22;GMP;aqua;5
export_B10 ST-HSC SC3_CV2.csv.1;111371,7969;84766,33594;3078,7189940000003;129,041428;135,876831;98,59652700000001;2829,815186;56,948772;49,654243;596,885681;322,210632;4,907412;31,933071;B10;SC3;CV;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CV48hST-HSCTT22;ST-HSC;#deff19;2
export_B10 ST-HSC SC3_CV2.csv.2;117311,125;90926,20313;3239,341064;213,52581800000002;187,776276;67,489563;2966,581299;137,919189;55,291367;565,937195;400,68212900000003;4,937524;219,26338199999998;B10;SC3;CV;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10CV48hST-HSCTT22;ST-HSC;#deff19;2
export_B10 ST-HSC SC3_VC2.csv.1;133581,5938;91115,10938;2948,605957;471,72305300000005;635,798645;196,102325;8284,300781;-121,64886499999999;33,663689;4407,936522999999;288,738861;5,2240150000000005;104,087242;B10;SC3;VC;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10VC48hST-HSCTT22;SLAM+ Flt3+;seagreen;4
export_B10 ST-HSC SC3_VC2.csv.2;137008,9219;108570,875;2824,112549;372,519653;330,815033;249,643875;8181,73877;-106,614731;27,376565999999997;4458,109863000001;301,94372599999997;5,206942;218,573914;B10;SC3;VC;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10VC48hST-HSCTT22;SLAM+ Flt3+;seagreen;4
export_B10 ST-HSC SC3_Vi2.csv.1;115832,7813;69013,07031;-0,234627;237,062119;128,878738;116,047432;12851,61523;-193,27976999999998;-15,295720000000001;9235,611328;256,405823;0,0;15,117298000000002;B10;SC3;Vi;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10Vi48hST-HSCTT22;ST-HSC;#deff19;2
export_B10 ST-HSC SC3_Vi2.csv.2;104897,8438;64543,71484;-0,405841;285,248291;157,159088;153,155334;11410,55176;-231,514648;1,434811;8903,713867;140,290207;0,0;122,327454;B10;SC3;Vi;2;ST-HSC;48h;P+ILs;TT22;B10_TT22;B10Vi48hST-HSCTT22;ST-HSC;#deff19;2
export_B11 HSC SC3_CV2.csv.1;150363,6719;124549,5234;3080,512451;1132,351807;66,017365;168,136566;3072,457764;151,53923;72,288361;21,564445000000003;165,03999299999998;4,932854;153,10818500000002;B11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_B11 HSC SC3_CV2.csv.2;156217,2188;125605,3438;3007,126465;1359,192627;59,103381999999996;161,22108500000002;3041,35376;126,611778;62,903217000000005;33,555779;307,404266;4,922325;167,691315;B11;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_B11 HSC SC3_CV3.csv;113874,7891;50554,77734;1533,686035;763,036865;73,594505;187,03956599999998;1432,4897460000002;160,527161;34,478474;-0,841115;87,359245;4,48435;163,648148;B11;SC3;CV;3;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11CV48hSLAM-HSCTT22;CD16/32- ckit-;Violet;9
export_B11 HSC SC3_VC2.csv.1;128419,5547;100235,0313;4515,689453;279,107391;81,269806;191,534119;12857,18359;-153,535599;34,374783;3449,616211;355,315125;5,489885;27,946720000000003;B11;SC3;VC;2;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11VC48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_B11 HSC SC3_VC2.csv.2;125754,7266;93240,39063;4328,235352000001;266,105286;145,82356299999998;106,236267;12265,40234;79,637489;59,930232999999994;746,681091;384,605835;5,462395;92,611824;B11;SC3;VC;2;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11VC48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_B11 HSC SC3_VC2.csv.3;110493,1016;78739,22656;4052,4567869999996;177,974533;149,281509;107,211525;11025,37793;72,782166;49,316631;908,9437869999999;475,588654;5,409446;137,04783600000002;B11;SC3;VC;2;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11VC48hSLAM-HSCTT22;ST-HSC;#deff19;2
export_B11 HSC SC3_Vi1.csv.1;140594,9688;100836,6328;-1,245419;3528,07251;116,44068899999999;267,53179900000003;23081,14453;-344,986115;-62,617096;12561,0459;555,510437;0,0;6,916687;B11;SC3;Vi;1;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B11 HSC SC3_Vi1.csv.2;139098,0313;90915,45313;8,429996000000001;2244,929443;135,396866;259,212799;19554,38086;-220,512222;-58,598705;13874,53125;337,642792;3,689027;49,693707;B11;SC3;Vi;1;SLAM-HSC;48h;P+ILs;TT22;B11_TT22;B11Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B12 HSC SC3_CF2.csv.1;137735,5938;116157,8203;2870,537598;3391,936035;48,17696;138,00528;61,82325;130,297455;34,373581;159,341019;108,838425;3,7116849999999997;60,106266000000005;B12;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT22;B12_TT22;B12CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B12 HSC SC3_CF2.csv.2;140503,0938;110418,4063;3125,975586;3076,743164;98,075928;149,12020900000002;58,487839;167,03813200000002;5,363257;195,61914099999998;231,158356;3,720832;205,690933;B12;SC3;CF;2;SLAM-HSC;48h;P+ILs;TT22;B12_TT22;B12CF48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B12 HSC SC3_CV2.csv;104746,1641;62047,359379999994;5488,441406;1562,639771;60,362949;282,76122999999995;5646,292969;-79,043724;15,479129;2195,712646;289,058777;5,297087;51,875439;B12;SC3;CV;2;SLAM-HSC;48h;P+ILs;TT22;B12_TT22;B12CV48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B12 HSC SC3_VC0.csv;175163,3438;154175,5156;11310,43066;2357,32251;140,973892;943,2200320000001;25841,11523;-218,896988;55,228207;7638,947754000001;545,8127440000001;5,986218;168,196198;B12;SC3;VC;0;SLAM-HSC;48h;P+ILs;TT22;B12_TT22;B12VC48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B2 MPP SC2_CV2.csv;150181,1875;136592,5313;3883,9719240000004;135,827271;849,946533;2484,2973629999997;4319,931640999999;-5,239534;70,86353299999999;-20,398552;460,647675;5,108672;38,670326;B2;SC2;CV;2;MPP;48h;P;TT22;B2_TT22;B2CV48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_CV3.csv.1;128326,3984;69456,86719;2181,404785;66,24955;189,505493;1331,470337;2412,6333010000003;81,15969799999999;61,339375;-0,840448;281,912933;4,752625;38,246086;B2;SC2;CV;3;MPP;48h;P;TT22;B2_TT22;B2CV48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_CV3.csv.2;142100,4688;67938,58594;2253,602783;105,027588;221,67709399999998;1130,572876;2324,171875;164,063904;58,152828;-25,844923;340,487885;4,7511529999999995;53,119453;B2;SC2;CV;3;MPP;48h;P;TT22;B2_TT22;B2CV48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_CV3.csv.3;156348,0313;130288,2813;2118,282227;117,75241100000001;146,535461;4134,150879;2359,105713;294,41351299999997;74,71243299999999;1,272633;477,89303600000005;4,736718;85,466492;B2;SC2;CV;3;MPP;48h;P;TT22;B2_TT22;B2CV48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_CV3.csv.4;180880,9375;119487,2578;2324,751465;58,89785;101,395599;4506,723145;2488,871826;172,531754;81,051476;-37,127613000000004;478,30188;4,781724;171,090363;B2;SC2;CV;3;MPP;48h;P;TT22;B2_TT22;B2CV48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_VC2.csv.1;94498,42969;108525,5391;2402,820557;8,938361;160,40332;3341,928223;7016,487793000001;280,53961200000003;30,458376;34,009121;310,131165;5,110148000000001;90,849129;B2;SC2;VC;2;MPP;48h;P;TT22;B2_TT22;B2VC48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_VC2.csv.2;113345,5625;75622,9375;2393,03125;37,169518;138,054092;2506,516602;7855,460448999999;370,015869;33,697753999999996;-5,112153;288,110046;5,143579;181,104599;B2;SC2;VC;2;MPP;48h;P;TT22;B2_TT22;B2VC48hMPPTT22;GMP;aqua;5
export_B2 MPP SC2_VC2.csv.3;133601,375;124572,2578;2800,899902;30,839802000000002;144,41326899999999;3796,8569340000004;8625,137695;4,168449;64,484932;37,222992;522,9169919999999;5,220614;205,785065;B2;SC2;VC;2;MPP;48h;P;TT22;B2_TT22;B2VC48hMPPTT22;GMP;aqua;5
export_B3 ST-HSC SC2_CF3.csv.1;111536,2266;104347,75;1782,296509;61,03677;154,213654;3638,1274409999996;69,3881;159,980942;61,97736;-10,282187;249,697754;3,600775;163,16449;B3;SC2;CF;3;ST-HSC;48h;P;TT22;B3_TT22;B3CF48hST-HSCTT22;GMP;aqua;5
export_B3 ST-HSC SC2_CF3.csv.2;117544,8828;89031,52344;1775,55127;30,169477;232,64675899999997;4442,868652;39,366749;-56,752026;50,163799;-28,325353999999997;314,713348;3,4255519999999997;165,445313;B3;SC2;CF;3;ST-HSC;48h;P;TT22;B3_TT22;B3CF48hST-HSCTT22;GMP;aqua;5
export_B3 ST-HSC SC2_Vi2.csv.1;118255,2031;55775,23047;0,9112399999999999;68,96264599999999;111,384506;619,602783;8434,21582;74,563622;50,710438;-3,3377480000000004;368,725342;2,747589;4,847085;B3;SC2;Vi;2;ST-HSC;48h;P;TT22;B3_TT22;B3Vi48hST-HSCTT22;GMP;aqua;5
export_B3 ST-HSC SC2_Vi2.csv.2;111379,0703;73304,72656;1,1854930000000001;75,882416;151,06634499999998;600,832703;8468,943359;55,124218000000006;49,870059999999995;7,9573;393,160919;2,8296490000000003;61,922298;B3;SC2;Vi;2;ST-HSC;48h;P;TT22;B3_TT22;B3Vi48hST-HSCTT22;GMP;aqua;5
export_B3 ST-HSC SC2_Vi2.csv.3;104344,4219;59197,30859;1,274897;79,52265899999999;229,315445;163,688797;8679,198242;42,181114;27,561897;10,52835;349,039673;2,8595080000000004;138,55732700000002;B3;SC2;Vi;2;ST-HSC;48h;P;TT22;B3_TT22;B3Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_B4 ST-HSC SC2_CF2.csv.1;147830,5938;144637,8906;4141,191895;104,06081400000001;82,154976;6078,458984000001;62,018372;-95,727165;29,904284999999998;-44,149246000000005;474,74359100000004;3,825197;20,261118;B4;SC2;CF;2;ST-HSC;48h;P;TT22;B4_TT22;B4CF48hST-HSCTT22;GMP;aqua;5
export_B4 ST-HSC SC2_CF2.csv.2;132543,25;94920,16406;5145,229004;100,12895999999999;110,536484;6968,359375;78,483215;-145,545151;27,777908;56,053867000000004;618,1778559999999;3,964169;141,99231;B4;SC2;CF;2;ST-HSC;48h;P;TT22;B4_TT22;B4CF48hST-HSCTT22;GMP;aqua;5
export_B4 ST-HSC SC2_VC2.csv.1;100951,0156;61709,56641;2829,700684;100,536697;134,08046000000002;125,79448700000002;8278,553711;50,310204;73,377937;360,458252;374,059662;5,211161;49,877113;B4;SC2;VC;2;ST-HSC;48h;P;TT22;B4_TT22;B4VC48hST-HSCTT22;ST-HSC;#deff19;2
export_B4 ST-HSC SC2_VC2.csv.2;127804,2813;72530,76563;2663,643555;82,581055;151,797226;109,805191;7779,520995999999;82,12631999999999;77,631149;206,86816399999998;562,566772;5,173497;83,951065;B4;SC2;VC;2;ST-HSC;48h;P;TT22;B4_TT22;B4VC48hST-HSCTT22;ST-HSC;#deff19;2
export_B4 ST-HSC SC2_VC2.csv.3;125254,8594;79276,67188;2827,899902;153,583405;289,476868;191,436951;8440,824219;-8,256778;58,973705;358,01300000000003;511,26019299999996;5,216927;178,203918;B4;SC2;VC;2;ST-HSC;48h;P;TT22;B4_TT22;B4VC48hST-HSCTT22;MPP;Limegreen;3
export_B4 ST-HSC SC2_VC2.csv.4;104710,4453;64553,546879999994;2778,717285;51,419743;165,64347800000002;137,32798799999998;8187,008789;82,29464;58,28207;282,086304;455,00155599999994;5,202163;201,85836799999998;B4;SC2;VC;2;ST-HSC;48h;P;TT22;B4_TT22;B4VC48hST-HSCTT22;ST-HSC;#deff19;2
export_B4 ST-HSC SC2_Vi2.csv.1;106451,1953;45581,00391;0,907032;70,24955;89,650963;106,32473;8691,111328;76,60018199999999;33,720108;1,432274;432,47644;2,755382;111,576172;B4;SC2;Vi;2;ST-HSC;48h;P;TT22;B4_TT22;B4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_B4 ST-HSC SC2_Vi2.csv.2;97601,07031;63937,02344;1,095677;26,628294;89,530838;156,38551299999997;8481,478516;76,88311;39,74361;8,967794999999999;424,404297;2,805909;132,724564;B4;SC2;Vi;2;ST-HSC;48h;P;TT22;B4_TT22;B4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_B4 ST-HSC SC2_Vi2.csv.3;87711,53906;55361,94531;1,484309;50,673275;102,215149;87,942223;8854,337891;64,706512;38,162106;4,184568;373,76556400000004;2,912347;193,06427;B4;SC2;Vi;2;ST-HSC;48h;P;TT22;B4_TT22;B4Vi48hST-HSCTT22;MEP;Deepskyblue;6
export_B5 HSC SC2_Vi2.csv.1;117604,0156;83193,21094;7,342525999999999;1624,551025;69,87886;61,079502000000005;11129,57227;92,13458299999999;21,083752;174,932144;396,300385;3,4735379999999996;50,893485999999996;B5;SC2;Vi;2;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B5 HSC SC2_Vi2.csv.2;133104,9375;96027,54688;0,637495;1082,2772220000002;125,404762;102,112572;11367,89258;70,517967;36,11488;282,24316400000004;197,060074;2,729543;66,293839;B5;SC2;Vi;2;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B5 HSC SC2_Vi3.csv.1;83453,07813;55526,62891;8,662995;563,303345;91,931412;87,735748;6077,141602000001;90,457993;33,202659999999995;127,65972099999999;431,673737;3,338511;18,100481;B5;SC2;Vi;3;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B5 HSC SC2_Vi3.csv.2;71294,5625;47344,92188;0,6024149999999999;876,4893800000001;70,222145;77,124794;5551,914551;29,714144;23,667294000000002;79,093132;337,762268;2,492084;139,28714;B5;SC2;Vi;3;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_B5 HSC SC2_Vi3.csv.3;84086,11719;44730,98047;0,739157;421,105347;89,34303299999999;77,515854;5334,76709;71,748932;13,664523;165,615051;372,23388700000004;2,5426509999999998;160,480255;B5;SC2;Vi;3;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B5 HSC SC2_Vi3.csv.4;101061,2422;74150,39844;0,973936;891,4193730000001;64,705612;56,406712;6307,374022999999;101,33584599999999;13,625387;120,75031299999999;255,14975;2,678789;186,953293;B5;SC2;Vi;3;SLAM-HSC;48h;P;TT22;B5_TT22;B5Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B6 HSC SC2_CV3.csv.1;74041,60156;55155,328129999994;1764,5847170000002;283,894165;80,741875;118,244171;2040,2716059999998;42,790405;45,580788;18,278064999999998;157,370026;4,636026;48,102337;B6;SC2;CV;3;SLAM-HSC;48h;P;TT22;B6_TT22;B6CV48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_B6 HSC SC2_CV3.csv.2;87522,91406;54117,96484;1734,733521;185,82171599999998;111,081322;97,80851700000001;2182,837891;40,487736;40,815601;27,783102000000003;210,796875;4,651528;63,518467;B6;SC2;CV;3;SLAM-HSC;48h;P;TT22;B6_TT22;B6CV48hSLAM-HSCTT22;MEP;Deepskyblue;6
export_B6 HSC SC2_VC1.csv;145138,6875;133339,2344;4687,516113000001;283,146698;104,6082;128,911118;13100,05664;86,23037;70,462471;9,208;230,749619;5,5071;137,15768400000002;B6;SC2;VC;1;SLAM-HSC;48h;P;TT22;B6_TT22;B6VC48hSLAM-HSCTT22;SLAM+ MEP;Royalblue;7
export_B6 HSC SC2_Vi0.csv;130073,6484;85818,77344;23,89637;815,538025;213,243637;335,20465099999996;36171,54688;-191,954285;91,862465;6699,02832;732,5877690000001;4,1978800000000005;196,23959399999998;B6;SC2;Vi;0;SLAM-HSC;48h;P;TT22;B6_TT22;B6Vi48hSLAM-HSCTT22;SLAM-HSC;Red;0
export_B7 MPP SC3_CF2.csv.1;130917,625;104463,3281;3413,7089840000003;78,556557;413,485291;788,369446;109,43885;-31,421257;50,822266;4142,793457;431,231262;3,9402800000000004;45,628574;B7;SC3;CF;2;MPP;48h;P+ILs;TT22;B7_TT22;B7CF48hMPPTT22;MPP;Limegreen;3
export_B7 MPP SC3_CF2.csv.2;120628,0938;99030,01563;3466,400879;-186,114426;638,320129;386,965057;111,824211;-0,930846;41,257881;4818,731934;386,10116600000003;3,951606;79,892448;B7;SC3;CF;2;MPP;48h;P+ILs;TT22;B7_TT22;B7CF48hMPPTT22;MPP;Limegreen;3
export_B7 MPP SC3_VC4.csv.1;123280,1797;115240,4219;706,606445;201,31900000000002;123,001823;14746,50488;2058,436768;-516,9002690000001;40,107791999999996;4,816730000000001;191,341476;4,357697;47,699345;B7;SC3;VC;4;MPP;48h;P+ILs;TT22;B7_TT22;B7VC48hMPPTT22;GMP;aqua;5
